Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,110015,01/27/2019,CERTIFIED,08/16/2018,2018
VISA TECHNOLOGY & OPERATIONS LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,112728,08/27/2018,CERTIFIED,03/06/2018,2018
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,112904,02/27/2018,CERTIFIED,02/13/2018,2018
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,113500,08/02/2018,CERTIFIED,03/16/2018,2018
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,115000,04/02/2018,CERTIFIED,03/21/2018,2018
OATH HOLDINGS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,116625,03/16/2018,CERTIFIED,03/05/2018,2018
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,118000,08/09/2018,CERTIFIED,02/09/2018,2018
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,120000,08/02/2018,CERTIFIED,03/16/2018,2018
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,120000,08/27/2018,CERTIFIED,08/13/2018,2018
AETNA RESOURCES LLC,"BURLINGTON, MA",SENIOR DATA SCIENTIST,120000,01/22/2018,CERTIFIED,01/08/2018,2018
HOME DEPOT PRODUCT AUTHORITY LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,120000,02/16/2018,CERTIFIED,02/04/2018,2018
VISA TECHNOLOGY & OPERATIONS LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,122429,08/26/2018,CERTIFIED,02/27/2018,2018
EXPERIAN INFORMATION SOLUTIONS INC,"SCHAUMBURG, IL",SENIOR DATA SCIENTIST,125000,06/18/2018,CERTIFIED,06/06/2018,2018
TREDENCE INC,"BETHESDA, MD",SENIOR DATA SCIENTIST,125000,05/16/2018,CERTIFIED,05/15/2018,2018
TARGET ENTERPRISE INC,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,127234,07/31/2018,CERTIFIED,01/29/2018,2018
OATH HOLDINGS INC,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,129210,10/01/2018,CERTIFIED,09/24/2018,2018
JOHN HANCOCK LIFE INSURANCE COMPANY (USA),"BOSTON, MA",SENIOR DATA SCIENTIST,130000,11/05/2018,CERTIFIED,10/05/2018,2018
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,130000,02/22/2018,CERTIFIED,02/08/2018,2018
AETNA RESOURCES LLC,"BURLINGTON, MA",SENIOR DATA SCIENTIST,130000,08/09/2018,CERTIFIED,02/09/2018,2018
CBRE INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,130000,09/13/2018,CERTIFIED,03/16/2018,2018
INTELLECT DESIGN ARENA INC,"PISCATAWAY, NJ",SENIOR DATA SCIENTIST,130000,07/03/2018,CERTIFIED,06/25/2018,2018
VIVINT INC,"LEHI, UT",SENIOR DATA SCIENTIST,135200,08/24/2018,CERTIFIED,08/09/2018,2018
MCGRAW-HILL GLOBAL EDUCATION LLC,"BOSTON, MA",SENIOR DATA SCIENTIST,140000,08/09/2018,CERTIFIED,03/14/2018,2018
ACTIVEHOURS INC,"PALO ALTO, CA",SENIOR DATA SCIENTIST,140000,09/07/2018,CERTIFIED,03/12/2018,2018
KOGENTIX INC,"WHITE PLAINS, NY",SENIOR DATA SCIENTIST,140000,09/12/2018,CERTIFIED,03/15/2018,2018
ACTIVEHOURS INC,"PALO ALTO, CA",SENIOR DATA SCIENTIST,140000,09/07/2018,CERTIFIED,03/28/2018,2018
LEVI STRAUSS & CO,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,142500,11/05/2018,CERTIFIED,10/23/2018,2018
ZESTFINANCE INC,"LOS ANGELES, CA",SENIOR DATA SCIENTIST,145000,07/26/2018,CERTIFIED,07/18/2018,2018
KEYBANK NATIONAL ASSOCIATION,"WASHINGTON, DC",SENIOR DATA SCIENTIST,151112,02/04/2019,CERTIFIED,12/21/2018,2018
PINPOINT PREDICTIVE INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,160000,08/15/2018,CERTIFIED,06/13/2018,2018
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,160000,07/17/2018,CERTIFIED,07/03/2018,2018
SYMANTEC CORPORATION,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,160000,09/14/2018,CERTIFIED,03/17/2018,2018
TREDENCE INC,"BELLEVUE, WA",SENIOR DATA SCIENTIST,170000,03/26/2018,CERTIFIED,03/23/2018,2018
TREDENCE INC,"SAN JOSE, CA",SENIOR DATA SCIENTIST,170000,04/18/2018,CERTIFIED,04/16/2018,2018
MOVE INC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,170000,09/01/2018,CERTIFIED,03/05/2018,2018
ALIVECOR INC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,175000,04/24/2018,CERTIFIED,04/24/2018,2018
DRAWBRIDGE INC,"SAN MATEO, CA",SENIOR DATA SCIENTIST,178000,09/01/2018,CERTIFIED,06/07/2018,2018
VACO SAN FRANCISCO LLC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,180000,09/15/2018,CERTIFIED,03/16/2018,2018
AOL ADVERTISING INC,"BOSTON, MA",SENIOR DATA SCIENTIST,59738,09/03/2016,CERTIFIED,03/09/2016,2019
NAVISTAR INC,"LISLE, IL",SENIOR DATA SCIENTIST,63253,07/31/2015,CERTIFIED,01/30/2015,2019
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,63606,07/27/2018,CERTIFIED,01/30/2018,2019
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,67413,08/28/2018,CERTIFIED,04/03/2018,2019
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,67413,09/11/2018,CERTIFIED,04/11/2018,2019
HERE NORTH AMERICA LLC,"CHICAGO, IL",SENIOR DATA SCIENTIST,67642,09/10/2019,CERTIFIED,03/19/2019,2019
COMCAST CABLE COMMUNICATIONS LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,69680,07/26/2019,CERTIFIED,01/25/2019,2019
ICUBE CONSULTANCY SERVICES INC,"JACKSONVILLE, FL",SENIOR DATA SCIENTIST,70000,09/01/2015,CERTIFIED,03/17/2015,2019
ICUBE CONSULTANCY SERVICES INC,"JACKSONVILLE, FL",SENIOR DATA SCIENTIST,70000,09/01/2015,CERTIFIED,03/21/2015,2019
ORBITZ WORLDWIDE LLC,"CHICAGO, IL",SENIOR DATA SCIENTIST,72467,09/06/2016,CERTIFIED,03/17/2016,2019
LOGINSOFT CONSULTING LLC,"ATLANTA, GA",SENIOR DATA SCIENTIST,78083,06/27/2016,CERTIFIED,06/15/2016,2019
CEM TECHNOLOGY INC,"IRVINE, CA",SENIOR DATA SCIENTIST,78500,05/17/2019,CERTIFIED,02/08/2019,2019
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,78624,07/27/2018,CERTIFIED,01/30/2018,2019
CORTEX MANAGEMENT LLC,"ADDISON, TX",SENIOR DATA SCIENTIST,80000,08/26/2018,CERTIFIED,07/10/2018,2019
JD POWER AND ASSOCIATES INC,"WESTLAKE VILLAGE, CA",SENIOR DATA SCIENTIST,80000,05/14/2018,CERTIFIED,04/20/2018,2019
WSI CORPORATION,"MADISON, WI",SENIOR DATA SCIENTIST,81100,10/01/2015,CERTIFIED,08/26/2015,2019
INSURANCE SERVICES OFFICE INC,"LEHI, UT",SENIOR DATA SCIENTIST,85000,08/16/2017,CERTIFIED,03/09/2017,2019
EARLY WARNING SERVICES LLC,"ROUND ROCK, TX",SENIOR DATA SCIENTIST,85925,11/11/2018,CERTIFIED,06/15/2018,2019
PYRAMID CONSULTING INC,"ALPHARETTA, GA",SENIOR DATA SCIENTIST,87500,08/01/2018,CERTIFIED,03/03/2018,2019
PYRAMID CONSULTING INC,"ALPHARETTA, GA",SENIOR DATA SCIENTIST,87500,08/01/2018,CERTIFIED,02/12/2018,2019
ADS ALLIANCE DATA SYSTEMS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,88000,08/23/2018,CERTIFIED,03/01/2018,2019
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,88046,07/27/2018,CERTIFIED,01/30/2018,2019
ADELPHIC INC,"WALTHAM, MA",SENIOR DATA SCIENTIST,89000,09/18/2016,CERTIFIED,04/06/2016,2019
TRUVERIS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,89565,09/15/2015,CERTIFIED,03/16/2015,2019
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,91374,09/15/2018,CERTIFIED,03/16/2018,2019
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,91374,09/10/2018,CERTIFIED,03/11/2018,2019
ADS ALLIANCE DATA SYSTEMS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,91550,09/14/2019,CERTIFIED,03/18/2019,2019
FRACTAL ANALYTICS INC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,92414,02/14/2019,CERTIFIED,02/07/2019,2019
HERE NORTH AMERICA LLC,"CHICAGO, IL",SENIOR DATA SCIENTIST,92581,06/26/2017,CERTIFIED,06/15/2017,2019
COMCAST CABLE COMMUNICATIONS LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,92768,08/22/2018,CERTIFIED,04/17/2018,2019
HARMAN CONNECTED SERVICES INC,"RICHARDSON, TX",SENIOR DATA SCIENTIST,93475,08/01/2018,CERTIFIED,03/29/2018,2019
QUICKEN LOANS INC,"DETROIT, MI",SENIOR DATA SCIENTIST,94000,05/06/2019,CERTIFIED,02/26/2019,2019
ADOBE INC,"SAN JOSE, CA",SENIOR DATA SCIENTIST,94414,07/01/2019,CERTIFIED,01/09/2019,2019
VISA USA INC,"FOSTER CITY, CA",SENIOR DATA SCIENTIST,95000,09/03/2018,CERTIFIED,08/29/2018,2019
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,95000,08/15/2017,CERTIFIED,03/07/2017,2019
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,95172,01/17/2017,CERTIFIED,10/18/2016,2019
ANADARKO PETROLEUM CORPORATION,"THE WOODLANDS, TX",SENIOR DATA SCIENTIST,96000,08/22/2019,CERTIFIED,03/05/2019,2019
ANADARKO PETROLEUM CORPORATION,"THE WOODLANDS, TX",SENIOR DATA SCIENTIST,96000,09/02/2019,CERTIFIED,03/06/2019,2019
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,96200,09/15/2018,CERTIFIED,03/16/2018,2019
INSURANCE SERVICES OFFICE INC,"FALLS CHURCH, VA",SENIOR DATA SCIENTIST,98000,09/01/2016,CERTIFIED,03/11/2016,2019
AETNA RESOURCES LLC,"PITTSBURGH, PA",SENIOR DATA SCIENTIST,98116,04/10/2018,CERTIFIED,03/27/2018,2019
AUDIENCE PARTNERS LLC,"PLYMOUTH MEETING, PA",SENIOR DATA SCIENTIST,98911,08/01/2019,CERTIFIED,03/08/2019,2019
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,99000,09/08/2018,CERTIFIED,06/20/2018,2019
EARLY WARNING SERVICES LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,99757,02/16/2017,CERTIFIED,02/09/2017,2019
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,99902,04/17/2017,CERTIFIED,04/06/2017,2019
AETNA RESOURCES LLC,"CUPERTINO, CA",SENIOR DATA SCIENTIST,100000,02/01/2019,CERTIFIED,12/03/2018,2019
AETNA RESOURCES LLC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,100000,02/01/2019,CERTIFIED,01/08/2019,2019
AETNA RESOURCES LLC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,100000,02/01/2019,CERTIFIED,01/23/2019,2019
DOB SYSTEMS LLC,"HOUSTON, TX",SENIOR DATA SCIENTIST,100000,09/13/2019,CERTIFIED,03/14/2019,2019
2ND ORDER SOLUTIONS INC,"GLEN ALLEN, VA",SENIOR DATA SCIENTIST,100000,08/21/2019,CERTIFIED,03/25/2019,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,100000,08/09/2018,CERTIFIED,02/09/2018,2019
TURNER BROADCASTING SYSTEM INC,"ATLANTA, GA",SENIOR DATA SCIENTIST,100000,09/10/2018,CERTIFIED,09/04/2018,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,100000,08/15/2017,CERTIFIED,02/18/2017,2019
MARKETSHARE PARTNERS LLC,"LOS ANGELES, CA",SENIOR DATA SCIENTIST,100000,09/05/2017,CERTIFIED,03/09/2017,2019
TELENAV INC,"CULVER CITY, CA",SENIOR DATA SCIENTIST,100000,04/13/2015,CERTIFIED,03/30/2015,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,101163,05/02/2018,CERTIFIED,11/08/2017,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,102000,08/20/2017,CERTIFIED,03/06/2017,2019
VERTEX PHARMACEUTICALS INCORPORATED,"BOSTON, MA",SENIOR DATA SCIENTIST,102253,08/23/2019,CERTIFIED,02/26/2019,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,105000,08/31/2019,CERTIFIED,03/02/2019,2019
FORCEPOINT LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,105000,08/09/2018,CERTIFIED,02/07/2018,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/01/2018,CERTIFIED,02/08/2018,2019
PROGREXION ASG INC,"SALT LAKE CITY, UT",SENIOR DATA SCIENTIST,105000,09/09/2017,CERTIFIED,03/10/2017,2019
GUZMAN & GRIFFIN TECHNOLOGIES INC,"ALEXANDRIA, VA",SENIOR DATA SCIENTIST,105000,09/13/2017,CERTIFIED,03/16/2017,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/15/2017,CERTIFIED,03/17/2017,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,105000,08/20/2017,CERTIFIED,04/11/2017,2019
OATH HOLDINGS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,105227,09/10/2018,CERTIFIED,08/08/2018,2019
TIGER ANALYTICS LLC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,105581,09/03/2018,CERTIFIED,07/26/2018,2019
SEAGATE US LLC,"BLOOMINGTON, MN",SENIOR DATA SCIENTIST,105914,05/27/2019,CERTIFIED,12/20/2018,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,106003,03/09/2018,CERTIFIED,02/24/2018,2019
COMCAST CABLE COMMUNICATIONS LLC,"PHILADELPHIA, PA",SENIOR DATA SCIENTIST,106038,08/07/2018,CERTIFIED,02/06/2018,2019
TIGER ANALYTICS LLC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,106350,01/28/2019,CERTIFIED,12/31/2018,2019
TARGET ENTERPRISE INC,"MINNEAPOLIS, MN",SENIOR DATA SCIENTIST,106704,07/27/2018,CERTIFIED,01/30/2018,2019
AVIGO SOLUTIONS LLC,"CAMBRIDGE, MA",SENIOR DATA SCIENTIST,108000,08/01/2019,CERTIFIED,03/11/2019,2019
MEDTRONIC INC,"NORTHRIDGE, CA",SENIOR DATA SCIENTIST,108500,08/09/2017,CERTIFIED,02/10/2017,2019
LINKEDIN CORPORATION,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,109100,09/03/2016,CERTIFIED,03/04/2016,2019
AETNA RESOURCES LLC,"CUPERTINO, CA",SENIOR DATA SCIENTIST,110000,02/01/2019,CERTIFIED,12/03/2018,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,110000,08/15/2017,CERTIFIED,03/03/2017,2019
THE WEATHER CHANNEL LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,110000,08/17/2015,CERTIFIED,07/17/2015,2019
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,110015,01/27/2019,CERTIFIED,08/16/2018,2019
NETEFFECTS INC,"CHESTERFIELD, MO",SENIOR DATA SCIENTIST,111925,09/08/2019,CERTIFIED,03/10/2019,2019
VISA TECHNOLOGY & OPERATIONS LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,112728,08/27/2018,CERTIFIED,03/06/2018,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,112904,02/27/2018,CERTIFIED,02/13/2018,2019
INSURANCE SERVICES OFFICE INC,"JERSEY CITY, NJ",SENIOR DATA SCIENTIST,113500,08/02/2018,CERTIFIED,03/16/2018,2019
TIGER ANALYTICS LLC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,114000,02/18/2019,CERTIFIED,02/12/2019,2019
SPOTX INC,"BROOMFIELD, CO",SENIOR DATA SCIENTIST,115000,02/18/2019,CERTIFIED,02/04/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,115000,04/02/2018,CERTIFIED,03/21/2018,2019
HOME DEPOT PRODUCT AUTHORITY LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,115000,01/30/2017,CERTIFIED,01/06/2017,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,115000,08/14/2017,CERTIFIED,07/27/2017,2019
OATH HOLDINGS INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,116625,03/16/2018,CERTIFIED,03/05/2018,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,118000,08/09/2018,CERTIFIED,02/09/2018,2019
GRUBHUB HOLDINGS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,118539,05/29/2019,CERTIFIED,01/10/2019,2019
LINKEDIN CORPORATION,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,119912,02/18/2016,CERTIFIED,02/09/2016,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,120000,08/02/2018,CERTIFIED,03/16/2018,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,120000,10/17/2017,CERTIFIED,10/03/2017,2019
AETNA RESOURCES LLC,"WELLESLEY, MA",SENIOR DATA SCIENTIST,120000,08/27/2018,CERTIFIED,08/13/2018,2019
AETNA RESOURCES LLC,"BURLINGTON, MA",SENIOR DATA SCIENTIST,120000,01/22/2018,CERTIFIED,01/08/2018,2019
HOME DEPOT PRODUCT AUTHORITY LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,120000,02/16/2018,CERTIFIED,02/04/2018,2019
TROVE PREDICTIVE DATA SCIENCE LLC,"BUFFALO, NY",SENIOR DATA SCIENTIST,120000,09/02/2017,CERTIFIED,03/03/2017,2019
SCOPELY INC,"CULVER CITY, CA",SENIOR DATA SCIENTIST,120000,11/16/2015,CERTIFIED,10/12/2015,2019
VISA TECHNOLOGY & OPERATIONS LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,122429,08/26/2018,CERTIFIED,02/27/2018,2019
VISA TECHNOLOGY & OPERATIONS LLC,"AUSTIN, TX",SENIOR DATA SCIENTIST,122658,08/08/2019,CERTIFIED,02/20/2019,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,123536,08/31/2019,CERTIFIED,03/04/2019,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,123536,08/31/2019,CERTIFIED,03/12/2019,2019
INSURANCE SERVICES OFFICE INC,"BUFFALO GROVE, IL",SENIOR DATA SCIENTIST,125000,01/02/2018,CERTIFIED,12/13/2017,2019
EXPERIAN INFORMATION SOLUTIONS INC,"SCHAUMBURG, IL",SENIOR DATA SCIENTIST,125000,06/18/2018,CERTIFIED,06/06/2018,2019
TREDENCE INC,"BETHESDA, MD",SENIOR DATA SCIENTIST,125000,05/16/2018,CERTIFIED,05/15/2018,2019
VUNGLE INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,125000,09/05/2016,CERTIFIED,03/08/2016,2019
SANDISK CORPORATION,"MILPITAS, CA",SENIOR DATA SCIENTIST,125000,03/31/2015,CERTIFIED,03/24/2015,2019
TARGET ENTERPRISE INC,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,127234,07/31/2018,CERTIFIED,01/29/2018,2019
OATH HOLDINGS INC,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,129210,10/01/2018,CERTIFIED,09/24/2018,2019
JOHN HANCOCK LIFE INSURANCE COMPANY (USA),"BOSTON, MA",SENIOR DATA SCIENTIST,130000,11/05/2018,CERTIFIED,10/05/2018,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,130000,02/22/2018,CERTIFIED,02/08/2018,2019
AETNA RESOURCES LLC,"BURLINGTON, MA",SENIOR DATA SCIENTIST,130000,08/09/2018,CERTIFIED,02/09/2018,2019
CBRE INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,130000,09/13/2018,CERTIFIED,03/16/2018,2019
INTELLECT DESIGN ARENA INC,"PISCATAWAY, NJ",SENIOR DATA SCIENTIST,130000,07/03/2018,CERTIFIED,06/25/2018,2019
VIZIO INSCAPE TECHNOLOGIES LLC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,130000,02/01/2016,CERTIFIED,01/11/2016,2019
VOUCH FINANCIAL INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,131000,10/05/2015,CERTIFIED,09/24/2015,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,135000,10/16/2017,CERTIFIED,10/02/2017,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,135000,11/03/2017,CERTIFIED,10/23/2017,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,135000,07/03/2017,CERTIFIED,06/07/2017,2019
SOCIETY CONSULTING LLC,"BELLEVUE, WA",SENIOR DATA SCIENTIST,135000,05/16/2016,CERTIFIED,05/02/2016,2019
GRUBHUB HOLDINGS INC,"CHICAGO, IL",SENIOR DATA SCIENTIST,135000,05/30/2016,CERTIFIED,05/10/2016,2019
VIVINT INC,"LEHI, UT",SENIOR DATA SCIENTIST,135200,08/24/2018,CERTIFIED,08/09/2018,2019
KOHL'S DEPARTMENT STORES INC,"MILPITAS, CA",SENIOR DATA SCIENTIST,138017,12/24/2017,CERTIFIED,07/06/2017,2019
PERFECT PRICE INC,"OAKLAND, CA",SENIOR DATA SCIENTIST,140000,08/18/2019,CERTIFIED,02/25/2019,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,140000,10/17/2017,CERTIFIED,10/03/2017,2019
MCGRAW-HILL GLOBAL EDUCATION LLC,"BOSTON, MA",SENIOR DATA SCIENTIST,140000,08/09/2018,CERTIFIED,03/14/2018,2019
ACTIVEHOURS INC,"PALO ALTO, CA",SENIOR DATA SCIENTIST,140000,09/07/2018,CERTIFIED,03/12/2018,2019
KOGENTIX INC,"WHITE PLAINS, NY",SENIOR DATA SCIENTIST,140000,09/12/2018,CERTIFIED,03/15/2018,2019
ACTIVEHOURS INC,"PALO ALTO, CA",SENIOR DATA SCIENTIST,140000,09/07/2018,CERTIFIED,03/28/2018,2019
VIACOM INTERNATIONAL SERVICES INC/VIACOM INTERNATIONAL INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,140000,10/31/2016,CERTIFIED,10/20/2016,2019
AETNA RESOURCES LLC,"HARTFORD, CT",SENIOR DATA SCIENTIST,140000,07/03/2017,CERTIFIED,06/07/2017,2019
KOHL'S DEPARTMENT STORES INC,"MILPITAS, CA",SENIOR DATA SCIENTIST,140000,08/31/2015,CERTIFIED,08/06/2015,2019
LEVI STRAUSS & CO,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,142500,11/05/2018,CERTIFIED,10/23/2018,2019
NIKE INC,"BEAVERTON, OR",SENIOR DATA SCIENTIST,143200,06/03/2019,CERTIFIED,03/13/2019,2019
ACI WORLDWIDE CORP,"CHANTILLY, VA",SENIOR DATA SCIENTIST,145000,03/25/2019,CERTIFIED,03/06/2019,2019
MAPLEBEAR INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,145000,09/10/2019,CERTIFIED,03/18/2019,2019
ZESTFINANCE INC,"LOS ANGELES, CA",SENIOR DATA SCIENTIST,145000,07/26/2018,CERTIFIED,07/18/2018,2019
SANCHEZ OIL & GAS CORPORATION,"HOUSTON, TX",SENIOR DATA SCIENTIST,145000,02/20/2017,CERTIFIED,02/06/2017,2019
ZESTFINANCE INC,"LOS ANGELES, CA",SENIOR DATA SCIENTIST,148267,08/24/2019,CERTIFIED,02/22/2019,2019
KEYBANK NATIONAL ASSOCIATION,"WASHINGTON, DC",SENIOR DATA SCIENTIST,151112,02/04/2019,CERTIFIED,12/21/2018,2019
VISA USA INC,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,154170,08/08/2016,CERTIFIED,08/04/2016,2019
KNOTCH INC,"NEW YORK, NY",SENIOR DATA SCIENTIST,155000,04/01/2019,CERTIFIED,03/25/2019,2019
WE WORK MANAGEMENT LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,160000,02/11/2019,CERTIFIED,01/17/2019,2019
PINPOINT PREDICTIVE INC,"SAN MATEO, CA",SENIOR DATA SCIENTIST,160000,09/04/2019,CERTIFIED,03/05/2019,2019
PINPOINT PREDICTIVE INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,160000,08/15/2018,CERTIFIED,06/13/2018,2019
AETNA RESOURCES LLC,"NEW YORK, NY",SENIOR DATA SCIENTIST,160000,07/17/2018,CERTIFIED,07/03/2018,2019
SYMANTEC CORPORATION,"MOUNTAIN VIEW, CA",SENIOR DATA SCIENTIST,160000,09/14/2018,CERTIFIED,03/17/2018,2019
GOFUNDME INC,"MENLO PARK, CA",SENIOR DATA SCIENTIST,160000,02/08/2016,CERTIFIED,12/03/2015,2019
WORKDAY INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,160000,11/05/2014,CERTIFIED,10/27/2014,2019
OATH HOLDINGS INC,"SUNNYVALE, CA",SENIOR DATA SCIENTIST,164725,08/07/2019,CERTIFIED,02/27/2019,2019
TREDENCE INC,"BELLEVUE, WA",SENIOR DATA SCIENTIST,170000,03/26/2018,CERTIFIED,03/23/2018,2019
TREDENCE INC,"SAN JOSE, CA",SENIOR DATA SCIENTIST,170000,04/18/2018,CERTIFIED,04/16/2018,2019
MOVE INC,"SANTA CLARA, CA",SENIOR DATA SCIENTIST,170000,09/01/2018,CERTIFIED,03/05/2018,2019
HOTEL TONIGHT INC,"SAN FRANCISCO, CA",SENIOR DATA SCIENTIST,170000,08/28/2017,CERTIFIED,08/17/2017,2019
24/7 CUSTOMER INC,"CAMPBELL, CA",SENIOR DATA SCIENTIST,170000,08/19/2015,CERTIFIED,08/19/2015,2019
