Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
LINKEDIN CORPORATION,"MOUNTAIN VIEW, CA",DATA SCIENTIST,93000,09/03/2015,CERTIFIED,03/04/2015,2015
LINKEDIN CORPORATION,"MOUNTAIN VIEW, CA",DATA SCIENTIST,93000,09/08/2015,CERTIFIED,03/09/2015,2015
KPMG LLP,"NEW YORK, NY",DATA SCIENTIST,93912,04/23/2015,CERTIFIED,04/15/2015,2015
SKYHIGH NETWORKS INC,"CAMPBELL, CA",DATA SCIENTIST,93974,08/20/2015,CERTIFIED,02/19/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,93974,08/24/2015,CERTIFIED,02/26/2015,2015
EGNYTE INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,93974,09/01/2015,CERTIFIED,03/06/2015,2015
SENZARI INC,"MIAMI, FL",DATA SCIENTIST,94000,09/01/2015,CERTIFIED,03/05/2015,2015
MOTOROLA SOLUTIONS INC,"SALT LAKE CITY, UT",DATA SCIENTIST,94200,09/17/2015,CERTIFIED,03/19/2015,2015
SYMPHONY TELECA SERVICES INC,"PLANO, TX",DATA SCIENTIST,94931,08/15/2015,CERTIFIED,03/20/2015,2015
KPMG LLP,"CHICAGO, IL",DATA SCIENTIST,95000,07/16/2015,CERTIFIED,01/27/2015,2015
EXPEDIA INC,"BELLEVUE, WA",DATA SCIENTIST,95000,08/07/2015,CERTIFIED,02/09/2015,2015
ZILLOW INC,"NEW YORK, NY",DATA SCIENTIST,95000,08/17/2015,CERTIFIED,02/18/2015,2015
RELAYRIDES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,95000,08/10/2015,CERTIFIED,02/10/2015,2015
POWER ADVOCATE INC,"BOSTON, MA",DATA SCIENTIST,95000,08/12/2015,CERTIFIED,02/13/2015,2015
C3 INC,"REDWOOD CITY, CA",DATA SCIENTIST,95000,08/23/2015,CERTIFIED,03/02/2015,2015
CMI MARKETING INC,"NEW YORK, NY",DATA SCIENTIST,95000,09/10/2015,CERTIFIED,03/12/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,95000,08/24/2015,CERTIFIED,02/25/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,95000,08/24/2015,CERTIFIED,02/26/2015,2015
CELECT INC,"BOSTON, MA",DATA SCIENTIST,95000,09/02/2015,CERTIFIED,03/05/2015,2015
KPMG LLP,"CHICAGO, IL",DATA SCIENTIST,95000,09/16/2015,CERTIFIED,03/18/2015,2015
AVVO INC,"SEATTLE, WA",DATA SCIENTIST,95000,04/13/2015,CERTIFIED,03/27/2015,2015
EXPEDIA INC,"BELLEVUE, WA",DATA SCIENTIST,95000,07/06/2015,CERTIFIED,06/25/2015,2015
UBER TECHNOLOGIES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,95000,09/25/2015,CERTIFIED,09/22/2015,2015
RELAYRIDES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,95264,10/01/2015,CERTIFIED,09/21/2015,2015
GEMOLOGICAL INSTITUTE OF AMERICA (GIA),"NEW YORK, NY",DATA SCIENTIST,97000,02/09/2015,CERTIFIED,01/21/2015,2015
CIRCLEUP NETWORK INC,"SAN FRANCISCO, CA",DATA SCIENTIST,97573,01/23/2016,CERTIFIED,12/09/2015,2015
PEGGED SOFTWARE,"NEW YORK, NY",DATA SCIENTIST,98000,08/24/2015,CERTIFIED,08/21/2015,2015
PUBLIC ENGINES INC,"DRAPER, UT",DATA SCIENTIST,98500,02/06/2015,CERTIFIED,01/31/2015,2015
LIVECAREER NA INC,"SAN FRANCISCO, CA",DATA SCIENTIST,99000,06/18/2015,CERTIFIED,06/16/2015,2015
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,99653,09/03/2015,CERTIFIED,03/10/2015,2015
HOME DEPOT USA INC,"ATLANTA, GA",DATA SCIENTIST,100000,11/02/2015,CERTIFIED,10/14/2015,2015
HOME DEPOT USA INC,"ATLANTA, GA",DATA SCIENTIST,100000,11/30/2015,CERTIFIED,11/05/2015,2015
POLLEN INC,"FAIRWAY, KS",DATA SCIENTIST,100000,12/11/2015,CERTIFIED,12/05/2015,2015
1010DATA SERVICES LLC,"NEW YORK, NY",DATA SCIENTIST,100000,12/01/2015,CERTIFIED,11/16/2015,2015
MANTHAN SYSTEMS INC,"SAN JOSE, CA",DATA SCIENTIST,100000,11/09/2015,CERTIFIED,10/29/2015,2015
PLAYDOTS INC,"NEW YORK, NY",DATA SCIENTIST,100000,01/13/2015,CERTIFIED,01/06/2015,2015
YELLOWPAGESCOM LLC,"NEW YORK, NY",DATA SCIENTIST,100000,08/02/2015,CERTIFIED,03/11/2015,2015
THELADDERSCOM INC,"NEW YORK, NY",DATA SCIENTIST,100000,07/26/2015,CERTIFIED,02/23/2015,2015
MICROSOFT CORPORATION,"BURLINGTON, MA",DATA SCIENTIST,100000,08/06/2015,CERTIFIED,02/10/2015,2015
PETAMETRICS INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,08/20/2015,CERTIFIED,02/18/2015,2015
GOOGLE INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,100000,08/20/2015,CERTIFIED,02/25/2015,2015
VISIBLE WORLD,"NEW YORK, NY",DATA SCIENTIST,100000,08/22/2015,CERTIFIED,02/23/2015,2015
4INFO INC,"SAN MATEO, CA",DATA SCIENTIST,100000,08/22/2015,CERTIFIED,02/23/2015,2015
K12 INC,"HERNDON, VA",DATA SCIENTIST,100000,08/01/2015,CERTIFIED,02/24/2015,2015
ELECTRONIC ARTS INC,"REDWOOD CITY, CA",DATA SCIENTIST,100000,08/26/2015,CERTIFIED,02/26/2015,2015
HIREKU,"PITTSBURGH, PA",DATA SCIENTIST,100000,09/03/2015,CERTIFIED,03/04/2015,2015
MARK ONE LIFESTYLE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,09/02/2015,CERTIFIED,03/03/2015,2015
RELAYRIDES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,08/29/2015,CERTIFIED,03/02/2015,2015
JOTTER INC,"MENLO PARK, CA",DATA SCIENTIST,100000,09/02/2015,CERTIFIED,03/03/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,100000,08/24/2015,CERTIFIED,03/03/2015,2015
SUNING COMMERCE R&D CENTER,"PALO ALTO, CA",DATA SCIENTIST,100000,09/05/2015,CERTIFIED,03/11/2015,2015
HIREKU INC,"PITTSBURGH, PA",DATA SCIENTIST,100000,09/12/2015,CERTIFIED,03/13/2015,2015
HIREKU,"PITTSBURGH, PA",DATA SCIENTIST,100000,09/12/2015,CERTIFIED,03/13/2015,2015
DSTILLERY INC,"NEW YORK, NY",DATA SCIENTIST,100000,09/22/2015,CERTIFIED,03/23/2015,2015
PREMISE DATA CORPORATION,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,09/15/2015,CERTIFIED,03/25/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,100000,04/23/2015,CERTIFIED,04/17/2015,2015
UBER TECHNOLOGIES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,05/11/2015,CERTIFIED,05/05/2015,2015
AMADEUS NORTH AMERICA INC,"WALTHAM, MA",DATA SCIENTIST,100000,06/01/2015,CERTIFIED,05/28/2015,2015
CSC HOLDINGS LLC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,06/19/2015,CERTIFIED,06/12/2015,2015
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST,100000,10/01/2015,CERTIFIED,08/27/2015,2015
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST,100000,10/01/2015,CERTIFIED,09/22/2015,2015
MOVE LOOT INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100000,06/08/2015,CERTIFIED,06/02/2015,2015
BLUE APRON INC,"NEW YORK, NY",DATA SCIENTIST,100000,09/28/2015,CERTIFIED,09/03/2015,2015
SQUARE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,100880,07/06/2015,CERTIFIED,06/23/2015,2015
CERNER CORPORATION,"NORTH KANSAS CITY, MO",DATA SCIENTIST,101000,08/16/2015,CERTIFIED,03/11/2015,2015
BOMBFELL INC,"NEW YORK, NY",DATA SCIENTIST,101358,11/01/2015,CERTIFIED,10/14/2015,2015
BOMBFELL INC,"NEW YORK, NY",DATA SCIENTIST,101358,11/01/2015,CERTIFIED,10/16/2015,2015
ZULILY INC,"SEATTLE, WA",DATA SCIENTIST,102000,08/06/2015,CERTIFIED,02/04/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,102000,03/07/2015,CERTIFIED,03/06/2015,2015
PROSPER MARKETPLACE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,102003,08/18/2015,CERTIFIED,02/24/2015,2015
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,102086,06/08/2016,CERTIFIED,12/28/2015,2015
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,102086,06/09/2016,CERTIFIED,12/10/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,102500,07/26/2015,CERTIFIED,01/28/2015,2015
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,103130,01/12/2016,CERTIFIED,07/30/2015,2015
CYLANCE INC,"IRVINE, CA",DATA SCIENTIST,103400,09/01/2015,CERTIFIED,03/05/2015,2015
AMERICAN EXPRESS COMPANY,"NEW YORK, NY",DATA SCIENTIST,105000,11/03/2015,CERTIFIED,10/27/2015,2015
PUBLISHERS CLEARING HOUSE LLC,"PORT WASHINGTON, NY",DATA SCIENTIST,105000,12/07/2015,CERTIFIED,11/04/2015,2015
FACEBOOK INC,"NEW YORK, NY",DATA SCIENTIST,105000,07/16/2015,CERTIFIED,01/21/2015,2015
DATANYZE,"SAN MATEO, CA",DATA SCIENTIST,105000,02/01/2015,CERTIFIED,01/28/2015,2015
MICROSOFT CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,105000,07/28/2015,CERTIFIED,02/11/2015,2015
MICROSOFT CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,105000,08/10/2015,CERTIFIED,02/16/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,08/11/2015,CERTIFIED,02/16/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,08/06/2015,CERTIFIED,02/18/2015,2015
VIVINT,"LEHI, UT",DATA SCIENTIST,105000,08/23/2015,CERTIFIED,02/21/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,08/19/2015,CERTIFIED,02/23/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,08/20/2015,CERTIFIED,02/23/2015,2015
QUORA INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,105000,08/12/2015,CERTIFIED,02/25/2015,2015
KABBAGE INC,"ATLANTA, GA",DATA SCIENTIST,105000,08/26/2015,CERTIFIED,02/27/2015,2015
VISUAL IQ INC,"NEEDHAM, MA",DATA SCIENTIST,105000,09/10/2015,CERTIFIED,03/17/2015,2015
AMERICAN EXPRESS COMPANY,"NEW YORK, NY",DATA SCIENTIST,105000,09/12/2015,CERTIFIED,03/16/2015,2015
AMERICAN EXPRESS TRS CO INC,"NEW YORK, NY",DATA SCIENTIST,105000,09/12/2015,CERTIFIED,03/16/2015,2015
CONSULTADD INC,"JERSEY CITY, NJ",DATA SCIENTIST,105000,09/01/2015,CERTIFIED,03/19/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,09/24/2015,CERTIFIED,03/25/2015,2015
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,105000,05/18/2015,CERTIFIED,04/20/2015,2015
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,105000,06/01/2015,CERTIFIED,05/07/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105000,10/01/2015,CERTIFIED,07/10/2015,2015
SQUARE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,105789,10/01/2015,CERTIFIED,07/02/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,105900,04/26/2016,CERTIFIED,10/29/2015,2015
MICROSOFT CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,106590,07/30/2015,CERTIFIED,02/02/2015,2015
CAPITAL ONE NATIONAL ASSOCIATION,"NEW YORK, NY",DATA SCIENTIST,106600,08/17/2015,CERTIFIED,07/31/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,107000,08/13/2015,CERTIFIED,02/23/2015,2015
EXPERIAN INFORMATION SOLUTIONS INC,"SAN DIEGO, CA",DATA SCIENTIST,107000,09/17/2015,CERTIFIED,03/18/2015,2015
BLUE JEANS NETWORK INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,107000,05/15/2015,CERTIFIED,05/09/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,107100,04/23/2016,CERTIFIED,10/27/2015,2015
IBM CORPORATION,"FOSTER CITY, CA",DATA SCIENTIST,107390,06/22/2016,CERTIFIED,12/22/2015,2015
CARDLYTICS INC,"ATLANTA, GA",DATA SCIENTIST,107500,07/15/2015,CERTIFIED,07/01/2015,2015
APPNEXUS INC,"NEW YORK, NY",DATA SCIENTIST,107750,10/01/2015,CERTIFIED,04/03/2015,2015
ADARA MEDIA INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,108000,08/26/2015,CERTIFIED,02/27/2015,2015
APPLOVIN CORPORATION,"PALO ALTO, CA",DATA SCIENTIST,108597,08/06/2015,CERTIFIED,02/11/2015,2015
APPLOVIN CORPORATION,"PALO ALTO, CA",DATA SCIENTIST,108597,08/26/2015,CERTIFIED,02/27/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,108704,08/10/2015,CERTIFIED,07/16/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,109100,06/03/2016,CERTIFIED,12/16/2015,2015
FV USA LLC,"PALO ALTO, CA",DATA SCIENTIST,110000,10/01/2015,CERTIFIED,09/28/2015,2015
ELECTRONIC ARTS INC,"REDWOOD CITY, CA",DATA SCIENTIST,110000,11/01/2015,CERTIFIED,10/22/2015,2015
EDMUNDSCOM,"SANTA MONICA, CA",DATA SCIENTIST,110000,11/16/2015,CERTIFIED,11/05/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,110000,05/03/2016,CERTIFIED,11/05/2015,2015
CUSTORA INC,"NEW YORK, NY",DATA SCIENTIST,110000,10/15/2015,CERTIFIED,10/05/2015,2015
QUID INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,06/15/2016,CERTIFIED,12/17/2015,2015
ACT-ON SOFTWARE,"BEAVERTON, OR",DATA SCIENTIST,110000,08/06/2015,CERTIFIED,02/04/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,110000,07/16/2015,CERTIFIED,01/19/2015,2015
GROUPON INC,"PALO ALTO, CA",DATA SCIENTIST,110000,08/13/2015,CERTIFIED,02/16/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,110000,08/20/2015,CERTIFIED,02/23/2015,2015
OMNICOM MEDIA GROUP HOLDINGS INC,"NEW YORK, NY",DATA SCIENTIST,110000,08/27/2015,CERTIFIED,02/25/2015,2015
GINGERIO INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,09/08/2015,CERTIFIED,03/11/2015,2015
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,110000,09/01/2015,CERTIFIED,03/03/2015,2015
QUID INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,08/29/2015,CERTIFIED,03/05/2015,2015
CLEARSLIDE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,09/04/2015,CERTIFIED,03/06/2015,2015
AGILONE INC,"SUNNYVALE, CA",DATA SCIENTIST,110000,08/24/2015,CERTIFIED,03/03/2015,2015
SUPPLY FRAME INC,"PASADENA, CA",DATA SCIENTIST,110000,09/04/2015,CERTIFIED,03/06/2015,2015
SUNING COMMERCE R&D CENTER,"PALO ALTO, CA",DATA SCIENTIST,110000,09/05/2015,CERTIFIED,03/11/2015,2015
XOOM CORPORATION,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,09/11/2015,CERTIFIED,03/12/2015,2015
DRAWBRIDGE INC,"SAN MATEO, CA",DATA SCIENTIST,110000,09/01/2015,CERTIFIED,03/16/2015,2015
HERE NORTH AMERICA LLC,"SEATTLE, WA",DATA SCIENTIST,110000,09/09/2015,CERTIFIED,03/17/2015,2015
EXPERIAN INFORMATION SOLUTIONS INC,"SAN DIEGO, CA",DATA SCIENTIST,110000,09/15/2015,CERTIFIED,03/17/2015,2015
BLOOMBERG LP,"PRINCETON, NJ",DATA SCIENTIST,110000,04/06/2015,CERTIFIED,03/17/2015,2015
UBER TECHNOLOGIES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,03/26/2015,CERTIFIED,03/19/2015,2015
LUXE VALET INC,"SAN FRANCISCO, CA",DATA SCIENTIST,110000,09/19/2015,CERTIFIED,03/23/2015,2015
GRIDXINC,"MILPITAS, CA",DATA SCIENTIST,110000,04/06/2015,CERTIFIED,03/25/2015,2015
REVON SYSTEMS LLC,"CRESTWOOD, KY",DATA SCIENTIST,110000,09/25/2015,CERTIFIED,03/26/2015,2015
INSTITUTE OF GAS TECHNOLOGY,"DES PLAINES, IL",DATA SCIENTIST,110000,06/01/2015,CERTIFIED,04/24/2015,2015
ANTUIT INC,"NEW YORK, NY",DATA SCIENTIST,110000,05/11/2015,CERTIFIED,05/08/2015,2015
INSIGHT STRATEGY ADVISORS LLC,"NEW YORK, NY",DATA SCIENTIST,110000,09/28/2015,CERTIFIED,09/21/2015,2015
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST,110780,08/17/2015,CERTIFIED,02/18/2015,2015
PINTEREST INC,"SAN FRANCISCO, CA",DATA SCIENTIST,111500,03/24/2015,CERTIFIED,03/17/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,111500,07/06/2015,CERTIFIED,06/11/2015,2015
TENET EMPLOYMENT INC,"NASHVILLE, TN",DATA SCIENTIST,112000,11/02/2015,CERTIFIED,10/08/2015,2015
SYMPHONY TELECA SERVICES INC,"PLANO, TX",DATA SCIENTIST,112000,04/10/2015,CERTIFIED,04/08/2015,2015
GLASSDOOR INC,"MILL VALLEY, CA",DATA SCIENTIST,112000,07/06/2015,CERTIFIED,06/05/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,112500,06/02/2016,CERTIFIED,12/30/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,112500,08/09/2015,CERTIFIED,02/18/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,112500,09/10/2015,CERTIFIED,03/12/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,112500,09/17/2015,CERTIFIED,03/18/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,112500,03/30/2015,CERTIFIED,03/26/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,114200,11/16/2015,CERTIFIED,11/09/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,114248,11/02/2015,CERTIFIED,10/16/2015,2015
LINKEDIN CORPORATION,"MOUNTAIN VIEW, CA",DATA SCIENTIST,114358,11/02/2015,CERTIFIED,10/27/2015,2015
BITLY INC,"NEW YORK, NY",DATA SCIENTIST,115000,11/23/2015,CERTIFIED,11/16/2015,2015
ALLUVIUM INC,"BROOKLYN, NY",DATA SCIENTIST,115000,12/15/2015,CERTIFIED,11/30/2015,2015
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST,115000,06/14/2016,CERTIFIED,12/18/2015,2015
UBER TECHNOLOGIES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,115000,12/24/2015,CERTIFIED,12/21/2015,2015
UBER TECHNOLOGIES INC,"SAN FRANCISCO, CA",DATA SCIENTIST,115000,11/23/2015,CERTIFIED,11/17/2015,2015
MCGRAW-HILL GLOBAL EDUCATION LLC,"BOSTON, MA",DATA SCIENTIST,115000,08/05/2015,CERTIFIED,02/06/2015,2015
WAL-MART ASSOCIATES INC,"SUNNYVALE, CA",DATA SCIENTIST,115000,08/11/2015,CERTIFIED,02/11/2015,2015
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST,115000,08/23/2015,CERTIFIED,02/24/2015,2015
XAD INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,115000,08/15/2015,CERTIFIED,02/25/2015,2015
WAL-MART ASSOCIATES INC,"SUNNYVALE, CA",DATA SCIENTIST,115000,08/26/2015,CERTIFIED,02/27/2015,2015
THE NEW YORK TIMES COMPANY,"NEW YORK, NY",DATA SCIENTIST,115000,09/05/2015,CERTIFIED,03/09/2015,2015
GO DADDYCOM LLC,"SUNNYVALE, CA",DATA SCIENTIST,115000,09/02/2015,CERTIFIED,03/03/2015,2015
BLUESTAR TECHNOLOGY SOLUTIONS LLC,"NEW YORK, NY",DATA SCIENTIST,115000,09/02/2015,CERTIFIED,03/03/2015,2015
AUDIBLE INC,"NEWARK, NJ",DATA SCIENTIST,115000,09/12/2015,CERTIFIED,03/13/2015,2015
HONEST BUILDINGS INC,"NEW YORK, NY",DATA SCIENTIST,115000,04/13/2015,CERTIFIED,03/31/2015,2015
AUDIBLE INC,"NEWARK, NJ",DATA SCIENTIST,115000,09/15/2015,CERTIFIED,03/16/2015,2015
DAVOCADO LLC,"TACOMA, WA",DATA SCIENTIST,115000,09/12/2015,CERTIFIED,03/16/2015,2015
JPMORGAN CHASE & CO,"NEW  YORK, NY",DATA SCIENTIST,115000,09/15/2015,CERTIFIED,03/19/2015,2015
GUMGUM INC,"SANTA MONICA, CA",DATA SCIENTIST,115000,04/20/2015,CERTIFIED,03/22/2015,2015
ON DECK CAPITAL INC,"NEW YORK, NY",DATA SCIENTIST,115000,05/01/2015,CERTIFIED,04/21/2015,2015
INTERCEPT INTERACTIVE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,115000,05/26/2015,CERTIFIED,05/15/2015,2015
RESOLVE TECH SOLUTIONS INC,"ADDISON, TX",DATA SCIENTIST,115000,07/29/2015,CERTIFIED,07/29/2015,2015
MAPR TECHNOLOGIES INC,"COLUMBUS, OH",DATA SCIENTIST,115000,08/10/2015,CERTIFIED,08/03/2015,2015
ZULILY INC,"SEATTLE, WA",DATA SCIENTIST,115000,08/05/2015,CERTIFIED,02/03/2015,2015
QUICKEN LOANS INC,"HUNTINGTON BEACH, CA",DATA SCIENTIST,115500,04/10/2015,CERTIFIED,04/10/2015,2015
INTEL AMERICA'S,"SANTA CLARA, CA",DATA SCIENTIST,115682,10/09/2015,CERTIFIED,09/30/2015,2015
INTEL CORPORATION,"SANTA CLARA, CA",DATA SCIENTIST,115693,05/28/2015,CERTIFIED,05/18/2015,2015
MACHINE ZONE INC,"PALO ALTO, CA",DATA SCIENTIST,116480,03/12/2015,CERTIFIED,03/06/2015,2015
MACHINE ZONE INC,"PALO ALTO, CA",DATA SCIENTIST,116480,09/09/2015,CERTIFIED,03/12/2015,2015
MACHINE ZONE INC,"PALO ALTO, CA",DATA SCIENTIST,116480,05/19/2015,CERTIFIED,05/13/2015,2015
MICROSOFT CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,117000,11/02/2015,CERTIFIED,10/16/2015,2015
TWITTER INC,"SAN FRANCISCO, CA",DATA SCIENTIST,117000,06/15/2016,CERTIFIED,12/18/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,117075,12/02/2015,CERTIFIED,11/19/2015,2015
SANO INTELLIGENCE INC,"SAN FRANCISCO, CA",DATA SCIENTIST,117230,08/02/2015,CERTIFIED,03/05/2015,2015
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,117453,08/07/2015,CERTIFIED,02/10/2015,2015
AIRPR INC,"SAN FRANCISCO, CA",DATA SCIENTIST,117749,03/20/2015,CERTIFIED,03/20/2015,2015
APPNEXUS INC,"NEW YORK, NY",DATA SCIENTIST,118000,08/05/2015,CERTIFIED,02/03/2015,2015
BUXTON CONSULTING INC,"FOSTER CITY, CA",DATA SCIENTIST,118000,06/29/2015,CERTIFIED,06/18/2015,2015
MICROSOFT CORPORATION,"REDMOND, WA",DATA SCIENTIST,118000,09/21/2015,CERTIFIED,09/11/2015,2015
WORKDAY INC,"SAN FRANCISCO, CA, CA",DATA SCIENTIST,118061,08/25/2015,CERTIFIED,03/05/2015,2015
ZYPMEDIA INC,"SAN FRANCISCO, CA",DATA SCIENTIST,118061,06/17/2015,CERTIFIED,06/12/2015,2015
STITCH FIX INC,"SAN FRANCISCO, CA",DATA SCIENTIST,119205,08/15/2015,CERTIFIED,02/13/2015,2015
RUTHS ANALYTICS AND INNOVATION LLC,"HOUSTON, TX",DATA SCIENTIST,119276,09/11/2015,CERTIFIED,03/17/2015,2015
TAPAD INC,"NEW YORK, NY",DATA SCIENTIST,119500,09/01/2015,CERTIFIED,03/11/2015,2015
JPMORGAN CHASE & CO,"NEW YORK, NY",DATA SCIENTIST,120000,10/09/2015,CERTIFIED,10/08/2015,2015
MYFITNESSPAL INC,"SAN FRANCISCO, CA",DATA SCIENTIST,120000,12/14/2015,CERTIFIED,12/03/2015,2015
KAYAK SOFTWARE CORPORATION,"CAMBRIDGE, MA",DATA SCIENTIST,120000,01/04/2016,CERTIFIED,12/22/2015,2015
FACEBOOK INC,"MENLO PARK, CA",DATA SCIENTIST,120000,06/04/2016,CERTIFIED,12/07/2015,2015
WORKDAY INC,"SAN FRANCISCO, CA",DATA SCIENTIST,120000,11/02/2015,CERTIFIED,10/22/2015,2015
AFFINITY SOLUTIONS INC,"NEW YORK, NY",DATA SCIENTIST,120000,10/30/2015,CERTIFIED,10/14/2015,2015
PAYPAL INC,"SAN JOSE, CA",DATA SCIENTIST,120000,12/07/2015,CERTIFIED,11/24/2015,2015
CIVITAS LEARNING INC,"AUSTIN, TX",DATA SCIENTIST,120000,03/02/2015,CERTIFIED,01/14/2015,2015
INDEED INC,"AUSTIN, TX",DATA SCIENTIST,120000,02/02/2015,CERTIFIED,01/28/2015,2015
MCGRAW-HILL GLOBAL EDUCATION LLC,"BOSTON, MA",DATA SCIENTIST,120000,08/08/2015,CERTIFIED,02/11/2015,2015
YIELDMO INC,"NEW YORK, NY",DATA SCIENTIST,120000,07/20/2015,CERTIFIED,01/21/2015,2015
KINNSER SOFTWARE INC,"AUSTIN, TX",DATA SCIENTIST,120000,02/23/2015,CERTIFIED,01/26/2015,2015
MICROSOFT CORPORATION,"BELLEVUE, WA",DATA SCIENTIST,120000,07/28/2015,CERTIFIED,01/28/2015,2015
EMAILAGE CORP,"CHANDLER, AZ",DATA SCIENTIST,120000,02/16/2015,CERTIFIED,02/05/2015,2015
METAMIND INC,"PALO ALTO, CA",DATA SCIENTIST,120000,03/02/2015,CERTIFIED,02/06/2015,2015
LIVINGSOCIAL INC,"WASHINGTON, DC",DATA SCIENTIST,120000,08/24/2015,CERTIFIED,03/02/2015,2015
TUBEMOGUL INC,"EMERYVILLE, CA",DATA SCIENTIST,120000,08/27/2015,CERTIFIED,03/06/2015,2015
ELECTRONIC ARTS INC,"REDWOOD CITY, CA",DATA SCIENTIST,120000,08/25/2015,CERTIFIED,02/25/2015,2015
